cve_entidad,desc_entidad,cve_municipio,desc_municipio,id_indicador,indicador,año,valor,unidad_medida
25,Sinaloa,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2005,26.7,No especificada
25,Sinaloa,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2010,26.2,No especificada
25,Sinaloa,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2015,12.7807475994675,No especificada
25,Sinaloa,0,Estatal,1002000006,Porcentaje de mujeres de 15 a 29 años,2020,24.6172627107186,No especificada
25,Sinaloa,0,Estatal,1002000007,Porcentaje de población de 60 y más años,1995,6.5,No especificada
25,Sinaloa,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2000,7.3,No especificada
25,Sinaloa,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2005,8.7,No especificada
25,Sinaloa,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2010,9.7,No especificada
25,Sinaloa,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2015,11.0644802096604,No especificada
25,Sinaloa,0,Estatal,1002000007,Porcentaje de población de 60 y más años,2020,13.0101054048675,No especificada
25,Sinaloa,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,1995,6.5,No especificada
25,Sinaloa,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2000,7.3,No especificada
25,Sinaloa,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2005,8.7,No especificada
25,Sinaloa,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2010,9.5,No especificada
25,Sinaloa,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2015,5.2624109123726,No especificada
25,Sinaloa,0,Estatal,1002000008,Porcentaje de hombres de 60 y más años,2020,12.5209294727815,No especificada
25,Sinaloa,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,1995,6.5,No especificada
25,Sinaloa,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2000,7.3,No especificada
25,Sinaloa,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2005,8.8,No especificada
25,Sinaloa,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2010,9.9,No especificada
25,Sinaloa,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2015,5.80206929728778,No especificada
25,Sinaloa,0,Estatal,1002000009,Porcentaje de mujeres de 60 y más años,2020,13.4873622723808,No especificada
25,Sinaloa,0,Estatal,1002000010,Edad mediana,1995,21,Años
25,Sinaloa,0,Estatal,1002000010,Edad mediana,2000,22,Años
25,Sinaloa,0,Estatal,1002000010,Edad mediana,2005,25,Años
25,Sinaloa,0,Estatal,1002000010,Edad mediana,2010,26,Años
25,Sinaloa,0,Estatal,1002000010,Edad mediana,2015,27.247141,Años
25,Sinaloa,0,Estatal,1002000010,Edad mediana,2020,30,Años
25,Sinaloa,0,Estatal,1002000011,Edad mediana hombres,1995,21,Años
25,Sinaloa,0,Estatal,1002000011,Edad mediana hombres,2000,22,Años
25,Sinaloa,0,Estatal,1002000011,Edad mediana hombres,2005,24,Años
25,Sinaloa,0,Estatal,1002000011,Edad mediana hombres,2010,26,Años
25,Sinaloa,0,Estatal,1002000011,Edad mediana hombres,2020,29,Años
25,Sinaloa,0,Estatal,1002000012,Edad mediana mujeres,1995,21,Años
25,Sinaloa,0,Estatal,1002000012,Edad mediana mujeres,2000,23,Años
25,Sinaloa,0,Estatal,1002000012,Edad mediana mujeres,2005,25,Años
25,Sinaloa,0,Estatal,1002000012,Edad mediana mujeres,2010,27,Años
25,Sinaloa,0,Estatal,1002000012,Edad mediana mujeres,2020,30,Años
25,Sinaloa,0,Estatal,1002000014,Población en hogares censales,1995,ND,Personas
25,Sinaloa,0,Estatal,1002000014,Población en hogares censales,2000,2514699,Personas
25,Sinaloa,0,Estatal,1002000014,Población en hogares censales,2005,2521394,Personas
25,Sinaloa,0,Estatal,1002000014,Población en hogares censales,2010,2748115,Personas
25,Sinaloa,0,Estatal,1002000014,Población en hogares censales,2015,2966321,Personas
25,Sinaloa,0,Estatal,1002000014,Población en hogares censales,2020,2986877,Personas
25,Sinaloa,0,Estatal,1002000015,Población en hogares familiares,1995,ND,Personas
25,Sinaloa,0,Estatal,1002000015,Población en hogares familiares,2000,2471918,Personas
25,Sinaloa,0,Estatal,1002000015,Población en hogares familiares,2005,2466878,Personas
25,Sinaloa,0,Estatal,1002000015,Población en hogares familiares,2010,2679314,Personas
25,Sinaloa,0,Estatal,1002000015,Población en hogares familiares,2020,2868935,Personas
25,Sinaloa,0,Estatal,1002000016,Población en hogares no familiares,1995,ND,Personas
25,Sinaloa,0,Estatal,1002000016,Población en hogares no familiares,2000,41581,Personas
25,Sinaloa,0,Estatal,1002000016,Población en hogares no familiares,2005,53233,Personas
25,Sinaloa,0,Estatal,1002000016,Población en hogares no familiares,2010,66542,Personas
25,Sinaloa,0,Estatal,1002000016,Población en hogares no familiares,2020,115796,Personas
25,Sinaloa,0,Estatal,1002000018,Hogares censales,1995,ND,Hogares censales
25,Sinaloa,0,Estatal,1002000018,Hogares censales,2000,585943,Hogares censales
25,Sinaloa,0,Estatal,1002000018,Hogares censales,2005,631242,Hogares censales
25,Sinaloa,0,Estatal,1002000018,Hogares censales,2010,709960,Hogares censales
25,Sinaloa,0,Estatal,1002000018,Hogares censales,2015,806237,Hogares censales
25,Sinaloa,0,Estatal,1002000018,Hogares censales,2020,854816,Hogares censales
25,Sinaloa,0,Estatal,1002000019,Hogares con jefatura masculina,1995,ND,Hogares
25,Sinaloa,0,Estatal,1002000019,Hogares con jefatura masculina,2000,466734,Hogares
25,Sinaloa,0,Estatal,1002000019,Hogares con jefatura masculina,2005,484870,Hogares
25,Sinaloa,0,Estatal,1002000019,Hogares con jefatura masculina,2010,531787,Hogares
25,Sinaloa,0,Estatal,1002000019,Hogares con jefatura masculina,2015,551677,Hogares
25,Sinaloa,0,Estatal,1002000019,Hogares con jefatura masculina,2020,557476,Hogares
25,Sinaloa,0,Estatal,1002000020,Hogares con jefatura femenina,1995,ND,Hogares
25,Sinaloa,0,Estatal,1002000020,Hogares con jefatura femenina,2000,119209,Hogares
25,Sinaloa,0,Estatal,1002000020,Hogares con jefatura femenina,2005,146372,Hogares
25,Sinaloa,0,Estatal,1002000020,Hogares con jefatura femenina,2010,178173,Hogares
25,Sinaloa,0,Estatal,1002000020,Hogares con jefatura femenina,2015,254560,Hogares
25,Sinaloa,0,Estatal,1002000020,Hogares con jefatura femenina,2020,297340,Hogares
25,Sinaloa,0,Estatal,1002000021,Tamaño promedio de los hogares censales,1995,ND,Personas
25,Sinaloa,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2000,4.29,Personas
25,Sinaloa,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2005,3.99,Personas
25,Sinaloa,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2010,3.87,Personas
25,Sinaloa,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2015,3.7,Personas
25,Sinaloa,0,Estatal,1002000021,Tamaño promedio de los hogares censales,2020,3.49417535469622,Personas
25,Sinaloa,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,1995,ND,Personas
25,Sinaloa,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2000,4.43,Personas
25,Sinaloa,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2005,4.14,Personas
25,Sinaloa,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2010,4.02,Personas
25,Sinaloa,0,Estatal,1002000022,Tamaño promedio de los hogares con jefe hombre,2020,3.59724364815705,Personas
25,Sinaloa,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,1995,ND,Personas
25,Sinaloa,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2000,3.74,Personas
25,Sinaloa,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2005,3.5,Personas
25,Sinaloa,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2010,3.43,Personas
25,Sinaloa,0,Estatal,1002000023,Tamaño promedio de los hogares con jefe mujer,2020,3.30093495661532,Personas
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1910,97.4,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1921,95.7,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1930,97.2,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1940,97.1,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1950,98.8,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1960,103.5,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1970,104.3,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1990,99.9,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,1995,100.59,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,2000,99.33,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,2005,98.54,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,2010,98.9,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,2015,97.460386,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000024,Relación hombres-mujeres,2020,97.5646290649345,Hombres por cada 100 mujeres
25,Sinaloa,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2000,91.9608588520094,Porcentaje
25,Sinaloa,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2010,94.37,Porcentaje
25,Sinaloa,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2015,95.2319484852941,Porcentaje
25,Sinaloa,0,Estatal,1002000041,Porcentaje de personas de 15 años y más alfabetas,2020,96.3287169189407,Porcentaje
25,Sinaloa,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2000,96.3,Tasa
25,Sinaloa,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2010,98.88339,Tasa
25,Sinaloa,0,Estatal,1002000050,Tasa de alfabetización de las personas de 15 a 24 años,2020,98.9025610764968,Tasa
25,Sinaloa,0,Estatal,1002000055,Población de edad no especificada,1990,12292,Personas
25,Sinaloa,0,Estatal,1002000055,Población de edad no especificada,1995,3832,Personas
25,Sinaloa,0,Estatal,1002000055,Población de edad no especificada,2000,15320,Personas
25,Sinaloa,0,Estatal,1002000055,Población de edad no especificada,2005,79807,Personas
25,Sinaloa,0,Estatal,1002000055,Población de edad no especificada,2010,10813,Personas
25,Sinaloa,0,Estatal,1002000055,Población de edad no especificada,2020,2225,Personas
25,Sinaloa,0,Estatal,1002000056,Población de edad no especificada. Hombres,1990,6073,Personas
25,Sinaloa,0,Estatal,1002000056,Población de edad no especificada. Hombres,1995,1931,Personas
25,Sinaloa,0,Estatal,1002000056,Población de edad no especificada. Hombres,2000,8139,Personas
25,Sinaloa,0,Estatal,1002000056,Población de edad no especificada. Hombres,2005,39955,Personas
25,Sinaloa,0,Estatal,1002000056,Población de edad no especificada. Hombres,2010,5436,Personas
25,Sinaloa,0,Estatal,1002000056,Población de edad no especificada. Hombres,2020,1108,Personas
25,Sinaloa,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1990,6219,Personas
25,Sinaloa,0,Estatal,1002000057,Población de edad no especificada. Mujeres,1995,1901,Personas
25,Sinaloa,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2000,7181,Personas
25,Sinaloa,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2005,39852,Personas
25,Sinaloa,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2010,5377,Personas
25,Sinaloa,0,Estatal,1002000057,Población de edad no especificada. Mujeres,2020,1117,Personas
25,Sinaloa,0,Estatal,1002000058,Población de 0 a 4 años,1990,268247,Personas
25,Sinaloa,0,Estatal,1002000058,Población de 0 a 4 años,1995,281823,Personas
25,Sinaloa,0,Estatal,1002000058,Población de 0 a 4 años,2000,280226,Personas
25,Sinaloa,0,Estatal,1002000058,Población de 0 a 4 años,2005,244907,Personas
25,Sinaloa,0,Estatal,1002000058,Población de 0 a 4 años,2010,252443,Personas
25,Sinaloa,0,Estatal,1002000058,Población de 0 a 4 años,2020,236236,Personas
25,Sinaloa,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1990,136016,Personas
25,Sinaloa,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,1995,143911,Personas
25,Sinaloa,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2000,142796,Personas
25,Sinaloa,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2005,124872,Personas
25,Sinaloa,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2010,128664,Personas
25,Sinaloa,0,Estatal,1002000059,Población de 0 a 4 años. Hombres,2020,120045,Personas
25,Sinaloa,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1990,132231,Personas
25,Sinaloa,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,1995,137912,Personas
25,Sinaloa,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2000,137430,Personas
25,Sinaloa,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2005,120035,Personas
25,Sinaloa,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2010,123779,Personas
25,Sinaloa,0,Estatal,1002000060,Población de 0 a 4 años. Mujeres,2020,116191,Personas
25,Sinaloa,0,Estatal,1002000061,Población de 10 a 14 años,1990,297270,Personas
25,Sinaloa,0,Estatal,1002000061,Población de 10 a 14 años,1995,282968,Personas
25,Sinaloa,0,Estatal,1002000061,Población de 10 a 14 años,2000,282780,Personas
25,Sinaloa,0,Estatal,1002000061,Población de 10 a 14 años,2005,275179,Personas
25,Sinaloa,0,Estatal,1002000061,Población de 10 a 14 años,2010,270555,Personas
25,Sinaloa,0,Estatal,1002000061,Población de 10 a 14 años,2020,260172,Personas
25,Sinaloa,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1990,150517,Personas
25,Sinaloa,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,1995,143623,Personas
25,Sinaloa,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2000,144221,Personas
25,Sinaloa,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2005,139909,Personas
25,Sinaloa,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2010,137580,Personas
25,Sinaloa,0,Estatal,1002000062,Población de 10 a 14 años. Hombres,2020,132511,Personas
25,Sinaloa,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1990,146753,Personas
25,Sinaloa,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,1995,139345,Personas
25,Sinaloa,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2000,138559,Personas
25,Sinaloa,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2005,135270,Personas
25,Sinaloa,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2010,132975,Personas
25,Sinaloa,0,Estatal,1002000063,Población de 10 a 14 años. Mujeres,2020,127661,Personas
25,Sinaloa,0,Estatal,1002000064,Población de 100 años y más,1990,470,Personas
25,Sinaloa,0,Estatal,1002000064,Población de 100 años y más,1995,335,Personas
25,Sinaloa,0,Estatal,1002000064,Población de 100 años y más,2000,459,Personas
25,Sinaloa,0,Estatal,1002000064,Población de 100 años y más,2005,411,Personas
25,Sinaloa,0,Estatal,1002000064,Población de 100 años y más,2010,418,Personas
25,Sinaloa,0,Estatal,1002000064,Población de 100 años y más,2020,403,Personas
25,Sinaloa,0,Estatal,1002000065,Población de 100 años y más. Hombres,1990,182,Personas
25,Sinaloa,0,Estatal,1002000065,Población de 100 años y más. Hombres,1995,137,Personas
25,Sinaloa,0,Estatal,1002000065,Población de 100 años y más. Hombres,2000,190,Personas
25,Sinaloa,0,Estatal,1002000065,Población de 100 años y más. Hombres,2005,163,Personas
25,Sinaloa,0,Estatal,1002000065,Población de 100 años y más. Hombres,2010,176,Personas
25,Sinaloa,0,Estatal,1002000065,Población de 100 años y más. Hombres,2020,169,Personas
25,Sinaloa,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1990,288,Personas
25,Sinaloa,0,Estatal,1002000066,Población de 100 años y más. Mujeres,1995,198,Personas
25,Sinaloa,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2000,269,Personas
25,Sinaloa,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2005,248,Personas
25,Sinaloa,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2010,242,Personas
25,Sinaloa,0,Estatal,1002000066,Población de 100 años y más. Mujeres,2020,234,Personas
25,Sinaloa,0,Estatal,1002000067,Población de 15 a 19 años,1990,280493,Personas
25,Sinaloa,0,Estatal,1002000067,Población de 15 a 19 años,1995,283114,Personas
25,Sinaloa,0,Estatal,1002000067,Población de 15 a 19 años,2000,267418,Personas
25,Sinaloa,0,Estatal,1002000067,Población de 15 a 19 años,2005,256624,Personas
25,Sinaloa,0,Estatal,1002000067,Población de 15 a 19 años,2010,275540,Personas
25,Sinaloa,0,Estatal,1002000067,Población de 15 a 19 años,2020,261581,Personas
25,Sinaloa,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1990,140816,Personas
25,Sinaloa,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,1995,142881,Personas
25,Sinaloa,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2000,134696,Personas
25,Sinaloa,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2005,129543,Personas
25,Sinaloa,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2010,139206,Personas
25,Sinaloa,0,Estatal,1002000068,Población de 15 a 19 años. Hombres,2020,132551,Personas
25,Sinaloa,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1990,139677,Personas
25,Sinaloa,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,1995,140233,Personas
25,Sinaloa,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2000,132722,Personas
25,Sinaloa,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2005,127081,Personas
25,Sinaloa,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2010,136334,Personas
25,Sinaloa,0,Estatal,1002000069,Población de 15 a 19 años. Mujeres,2020,129030,Personas
25,Sinaloa,0,Estatal,1002000070,Población de 20 a 24 años,1990,208619,Personas
25,Sinaloa,0,Estatal,1002000070,Población de 20 a 24 años,1995,254765,Personas
25,Sinaloa,0,Estatal,1002000070,Población de 20 a 24 años,2000,240944,Personas
25,Sinaloa,0,Estatal,1002000070,Población de 20 a 24 años,2005,220179,Personas
25,Sinaloa,0,Estatal,1002000070,Población de 20 a 24 años,2010,242907,Personas
25,Sinaloa,0,Estatal,1002000070,Población de 20 a 24 años,2020,256990,Personas
25,Sinaloa,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1990,101847,Personas
25,Sinaloa,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,1995,127511,Personas
25,Sinaloa,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2000,118951,Personas
25,Sinaloa,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2005,108293,Personas
25,Sinaloa,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2010,121634,Personas
25,Sinaloa,0,Estatal,1002000071,Población de 20 a 24 años. Hombres,2020,127976,Personas
25,Sinaloa,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1990,106772,Personas
25,Sinaloa,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,1995,127254,Personas
25,Sinaloa,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2000,121993,Personas
25,Sinaloa,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2005,111886,Personas
25,Sinaloa,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2010,121273,Personas
25,Sinaloa,0,Estatal,1002000072,Población de 20 a 24 años. Mujeres,2020,129014,Personas
25,Sinaloa,0,Estatal,1002000073,Población de 25 a 29 años,1990,164727,Personas
25,Sinaloa,0,Estatal,1002000073,Población de 25 a 29 años,1995,195551,Personas
25,Sinaloa,0,Estatal,1002000073,Población de 25 a 29 años,2000,211879,Personas
25,Sinaloa,0,Estatal,1002000073,Población de 25 a 29 años,2005,196928,Personas
25,Sinaloa,0,Estatal,1002000073,Población de 25 a 29 años,2010,207840,Personas
25,Sinaloa,0,Estatal,1002000073,Población de 25 a 29 años,2020,232316,Personas
25,Sinaloa,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1990,79037,Personas
25,Sinaloa,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,1995,95466,Personas
25,Sinaloa,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2000,102847,Personas
25,Sinaloa,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2005,95435,Personas
25,Sinaloa,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2010,102082,Personas
25,Sinaloa,0,Estatal,1002000074,Población de 25 a 29 años. Hombres,2020,113467,Personas
25,Sinaloa,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1990,85690,Personas
25,Sinaloa,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,1995,100085,Personas
25,Sinaloa,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2000,109032,Personas
25,Sinaloa,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2005,101493,Personas
25,Sinaloa,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2010,105758,Personas
25,Sinaloa,0,Estatal,1002000075,Población de 25 a 29 años. Mujeres,2020,118849,Personas
25,Sinaloa,0,Estatal,1002000076,Población de 30 a 34 años,1990,143223,Personas
25,Sinaloa,0,Estatal,1002000076,Población de 30 a 34 años,1995,169208,Personas
25,Sinaloa,0,Estatal,1002000076,Población de 30 a 34 años,2000,182741,Personas
25,Sinaloa,0,Estatal,1002000076,Población de 30 a 34 años,2005,197089,Personas
25,Sinaloa,0,Estatal,1002000076,Población de 30 a 34 años,2010,207002,Personas
25,Sinaloa,0,Estatal,1002000076,Población de 30 a 34 años,2020,215491,Personas
25,Sinaloa,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1990,68835,Personas
25,Sinaloa,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,1995,81771,Personas
25,Sinaloa,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2000,88252,Personas
25,Sinaloa,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2005,95801,Personas
25,Sinaloa,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2010,101645,Personas
25,Sinaloa,0,Estatal,1002000077,Población de 30 a 34 años. Hombres,2020,105280,Personas
25,Sinaloa,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1990,74388,Personas
25,Sinaloa,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,1995,87437,Personas
25,Sinaloa,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2000,94489,Personas
25,Sinaloa,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2005,101288,Personas
25,Sinaloa,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2010,105357,Personas
25,Sinaloa,0,Estatal,1002000078,Población de 30 a 34 años. Mujeres,2020,110211,Personas
25,Sinaloa,0,Estatal,1002000079,Población de 35 a 39 años,1990,122698,Personas
25,Sinaloa,0,Estatal,1002000079,Población de 35 a 39 años,1995,153271,Personas
25,Sinaloa,0,Estatal,1002000079,Población de 35 a 39 años,2000,165228,Personas
25,Sinaloa,0,Estatal,1002000079,Población de 35 a 39 años,2005,177043,Personas
25,Sinaloa,0,Estatal,1002000079,Población de 35 a 39 años,2010,207622,Personas
25,Sinaloa,0,Estatal,1002000079,Población de 35 a 39 años,2020,205540,Personas
